index,critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,birth_place,d_countries,state,direc_birthyear,age
731,Annette Insdorf,US,Columbia University,Good Night and Good Luck ,George Clooney,2005.0,George Clooney,,/name/nm0000123/,"Lexington, Kentucky, USA", USA,Kentucky,1961.0,58.0
732,Annette Insdorf,US,Columbia University,Hugo ,Martin Scorsese,2011.0,Martin Scorsese,,/name/nm0000217/,"Queens, New York City, New York, USA", USA,New York,1942.0,77.0
736,Annette Insdorf,US,Columbia University,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
737,Annette Insdorf,US,Columbia University,Quills ,Philip Kaufman,2000.0,Philip Kaufman,,/name/nm0442241/,"Chicago, Illinois, USA", USA,Illinois,1936.0,83.0
744,Aysha Iqbal,India,Indian Institute of Technology,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
745,Aysha Iqbal,India,Indian Institute of Technology,The Wolf of Wall Street ,Martin Scorsese,2013.0,Martin Scorsese,,/name/nm0000217/,"Queens, New York City, New York, USA", USA,New York,1942.0,77.0
748,Aysha Iqbal,India,Indian Institute of Technology,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
752,Zhanna Issabayeva,Kazakhstan,Freelance film critic,Only Lovers Left Alive ,Jim Jarmusch,2013.0,Jim Jarmusch,,/name/nm0000464/,"Akron, Ohio, USA", USA,Ohio,1953.0,66.0
757,Zhanna Issabayeva,Kazakhstan,Freelance film critic,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
759,Zhanna Issabayeva,Kazakhstan,Freelance film critic,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
761,Larushka Ivan-Zadeh,UK,Metro,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
763,Larushka Ivan-Zadeh,UK,Metro,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,"New York City, New York, USA", USA,New York,1958.0,61.0
765,Larushka Ivan-Zadeh,UK,Metro,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,"Boston, Massachusetts, USA", USA,Massachusetts,1965.0,54.0
767,Larushka Ivan-Zadeh,UK,Metro,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
769,Larushka Ivan-Zadeh,UK,Metro,The Wrestler ,Darren Aronofsky,2008.0,Darren Aronofsky,,/name/nm0004716/,"Brooklyn, New York City, New York, USA", USA,New York,1969.0,50.0
770,Larushka Ivan-Zadeh,UK,Metro,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
774,Nick James,UK,Sight & Sound,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
777,Nick James,UK,Sight & Sound,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
778,Nick James,UK,Sight & Sound,The Look of Silence ,Joshua Oppenheimer,2014.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
781,David Jenkins,UK,Little White Lies,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
783,David Jenkins,UK,Little White Lies,Punch-Drunk Love ,Paul Thomas Anderson,2002.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
784,David Jenkins,UK,Little White Lies,Ghost World ,Terry Zwigoff,2001.0,Terry Zwigoff,,/name/nm0959062/,"Appleton, Wisconsin, USA", USA,Wisconsin,1949.0,70.0
791,Kent Jones,US,Film Comment,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
792,Kent Jones,US,Film Comment,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
793,Kent Jones,US,Film Comment,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
795,Kent Jones,US,Film Comment,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
798,Kent Jones,US,Film Comment,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
799,Kent Jones,US,Film Comment,Moonrise Kingdom ,Wes Anderson,2012.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
803,Manuel Kalmanovitz,Colombia,Revista Semana,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
805,Manuel Kalmanovitz,Colombia,Revista Semana,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,"Bloomington, Minnesota, USA", USA,Minnesota,1968.0,51.0
811,Dominik Kamalzadeh,Austria,Der Standard,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
821,Dave Karger,US,Freelance,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
822,Dave Karger,US,Freelance,Silver Linings Playbook ,David O. Russell,2012.0,David O. Russell,,/name/nm0751102/,"Manhattan, New York City, New York, USA", USA,New York,1958.0,61.0
824,Dave Karger,US,Freelance,Michael Clayton ,Tony Gilroy,2007.0,Tony Gilroy,,/name/nm0006904/,"Manhattan, New York City, New York, USA", USA,New York,1956.0,63.0
825,Dave Karger,US,Freelance,Blue Valentine ,Derek Cianfrance,2010.0,Derek Cianfrance,,/name/nm0161834/,"Lakewood, Colorado, USA", USA,Colorado,1974.0,45.0
836,Butheina Kazim,UAE,Cinema Akil,Only Lovers Left Alive ,Jim Jarmusch,2013.0,Jim Jarmusch,,/name/nm0000464/,"Akron, Ohio, USA", USA,Ohio,1953.0,66.0
837,Butheina Kazim,UAE,Cinema Akil,Kill Bill: Vol. 1,Quentin Tarantino,2003.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
838,Butheina Kazim,UAE,Cinema Akil,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
843,Glenn Kenny,US,Freelance,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
845,Glenn Kenny,US,Freelance,Che ,Steven Soderbergh,2008.0,Steven Soderbergh,,/name/nm0001752/,"Atlanta, Georgia, USA", USA,Georgia,1963.0,56.0
846,Glenn Kenny,US,Freelance,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
847,Glenn Kenny,US,Freelance,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
850,Glenn Kenny,US,Freelance,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
860,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
865,Uri Klein,Israel,Haaretz,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
871,Eric Kohn,US,IndieWire,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
878,Eric Kohn,US,IndieWire,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
879,Eric Kohn,US,IndieWire,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
883,Dan Kois,US,Slate,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
884,Dan Kois,US,Slate,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,"New York City, New York, USA", USA,New York,1962.0,57.0
885,Dan Kois,US,Slate,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,"Bloomington, Minnesota, USA", USA,Minnesota,1968.0,51.0
891,Michael Koresky,US,The Film Society of Lincoln Center,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
892,Michael Koresky,US,The Film Society of Lincoln Center,AI: Artificial Intelligence ,Steven Spielberg,2001.0,Steven Spielberg,,/name/nm0000229/,"Cincinnati, Ohio, USA", USA,Ohio,1946.0,73.0
893,Michael Koresky,US,The Film Society of Lincoln Center,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
898,Michael Koresky,US,The Film Society of Lincoln Center,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
900,Michael Koresky,US,The Film Society of Lincoln Center,Femme Fatale ,Brian De Palma,2002.0,Brian De Palma,,/name/nm0000361/,"Newark, New Jersey, USA", USA,New Jersey,1940.0,79.0
903,Tomris Laffly,US,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
904,Tomris Laffly,US,Freelance film critic,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,"New York City, New York, USA", USA,New York,1962.0,57.0
906,Tomris Laffly,US,Freelance film critic,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,"San Francisco, California, USA", USA,California,1930.0,89.0
907,Tomris Laffly,US,Freelance film critic,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,"Omaha, Nebraska, USA", USA,Nebraska,1961.0,58.0
912,Rebecca Laurence,UK,BBC Culture,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,"Texas, USA", USA,Texas,1974.0,45.0
914,Rebecca Laurence,UK,BBC Culture,Good Night and Good Luck ,George Clooney,2005.0,George Clooney,,/name/nm0000123/,"Lexington, Kentucky, USA", USA,Kentucky,1961.0,58.0
917,Rebecca Laurence,UK,BBC Culture,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
919,Rebecca Laurence,UK,BBC Culture,Ratatouille ,Brad Bird and Jan Pinkava,2007.0,Brad Bird, Jan Pinkava,/name/nm0083348/,"Kalispell, Montana, USA", USA,Montana,1957.0,62.0
922,Richard Lawson,US,Vanity Fair,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
923,Richard Lawson,US,Vanity Fair,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
926,Richard Lawson,US,Vanity Fair,Wet Hot American Summer ,David Wain,2001.0,David Wain,,/name/nm0906476/,"Shaker Heights, Ohio, USA", USA,Ohio,1969.0,50.0
927,Richard Lawson,US,Vanity Fair,Cast Away ,Robert Zemeckis,2000.0,Robert Zemeckis,,/name/nm0000709/,"Chicago, Illinois, USA", USA,Illinois,1951.0,68.0
929,Richard Lawson,US,Vanity Fair,Traffic ,Steven Soderbergh,2000.0,Steven Soderbergh,,/name/nm0001752/,"Atlanta, Georgia, USA", USA,Georgia,1963.0,56.0
941,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
946,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Silver Linings Playbook ,David O. Russell,2012.0,David O. Russell,,/name/nm0751102/,"Manhattan, New York City, New York, USA", USA,New York,1958.0,61.0
949,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Curious Case of Benjamin Button ,David Fincher,2008.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
950,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
965,Mario Naito López,Cuba,Cuban Film Press Association,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
973,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
975,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
977,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,"San Carlos, California, USA", USA,California,1951.0,68.0
979,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Winter's Bone ,Debra Granik,2010.0,Debra Granik,,/name/nm0335138/,"Cambridge, Massachusetts, USA", USA,Massachusetts,1963.0,56.0
987,Fiona Macdonald,UK,BBC Culture,Bridesmaids ,Paul Feig,2011.0,Paul Feig,,/name/nm0082450/,"Mount Clemens, Michigan, USA", USA,Michigan,1962.0,57.0
989,Fiona Macdonald,UK,BBC Culture,"O Brother, Where Art Thou? ",Joel and Ethan Coen,2000.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
990,Fiona Macdonald,UK,BBC Culture,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
993,Laya Maheshwari,India,Freelance film critic,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
994,Laya Maheshwari,India,Freelance film critic,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
996,Laya Maheshwari,India,Freelance film critic,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1011,Ben Mankiewicz,US,Turner Classic Movies,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1012,Ben Mankiewicz,US,Turner Classic Movies,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,"New Providence, New Jersey, USA", USA,New Jersey,1966.0,53.0
1018,Ben Mankiewicz,US,Turner Classic Movies,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,"San Francisco, California, USA", USA,California,1930.0,89.0
1019,Ben Mankiewicz,US,Turner Classic Movies,Anchorman: The Legend of Ron Burgundy ,Adam McKay,2004.0,Adam McKay,,/name/nm0570912/,"Philadelphia, Pennsylvania, USA", USA,Pennsylvania,1968.0,51.0
1020,Ben Mankiewicz,US,Turner Classic Movies,The Wrestler ,Darren Aronofsky,2008.0,Darren Aronofsky,,/name/nm0004716/,"Brooklyn, New York City, New York, USA", USA,New York,1969.0,50.0
1022,Calum Marsh,Canada,Freelance film critic,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1025,Calum Marsh,Canada,Freelance film critic,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,"New York City, New York, USA", USA,New York,1962.0,57.0
1026,Calum Marsh,Canada,Freelance film critic,Crank ,Mark Neveldine and Brian Taylor,2006.0,Mark Neveldine, Brian Taylor,/name/nm0004410/,"Watertown, New York, USA", USA,New York,1973.0,46.0
1028,Calum Marsh,Canada,Freelance film critic,Miami Vice ,Michael Mann,2006.0,Michael Mann,,/name/nm0000520/,"Chicago, Illinois, USA", USA,Illinois,1943.0,76.0
1037,Lee Marshall,Italy,Screen International,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1050,Adrian Martin,Australia,Lola Magazine,Femme Fatale ,Brian De Palma,2002.0,Brian De Palma,,/name/nm0000361/,"Newark, New Jersey, USA", USA,New Jersey,1940.0,79.0
1051,Antonio Martínez,Chile,El Mercurio,The Wolf of Wall Street ,Martin Scorsese,2013.0,Martin Scorsese,,/name/nm0000217/,"Queens, New York City, New York, USA", USA,New York,1942.0,77.0
1052,Antonio Martínez,Chile,El Mercurio,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1054,Antonio Martínez,Chile,El Mercurio,Million Dollar Baby ,Clint Eastwood,2004.0,Clint Eastwood,,/name/nm0000142/,"San Francisco, California, USA", USA,California,1930.0,89.0
1059,Antonio Martínez,Chile,El Mercurio,Before the Devil Knows You're Dead ,Sidney Lumet,2007.0,Sidney Lumet,,/name/nm0001486/,"Philadelphia, Pennsylvania, USA", USA,Pennsylvania,1924.0,95.0
1060,Antonio Martínez,Chile,El Mercurio,Match Point ,Woody Allen,2005.0,Woody Allen,,/name/nm0000095/,"Brooklyn, New York City, New York, USA", USA,New York,1935.0,84.0
1062,Todd McCarthy,US,The Hollywood Reporter,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1064,Todd McCarthy,US,The Hollywood Reporter,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1066,Todd McCarthy,US,The Hollywood Reporter,The Incredibles ,Brad Bird,2004.0,Brad Bird,,/name/nm0083348/,"Kalispell, Montana, USA", USA,Montana,1957.0,62.0
1068,Todd McCarthy,US,The Hollywood Reporter,Fantastic Mr Fox ,Wes Anderson,2009.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1076,Joe McElhaney,US,Hunter College,Warming by the Devil's Fire ,Charles Burnett,2003.0,Charles Burnett,,/name/nm0122344/,"Vicksburg, Mississippi, USA", USA,Mississippi,1944.0,75.0
1077,Joe McElhaney,US,Hunter College,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1079,Joe McElhaney,US,Hunter College,You Will Meet a Tall Dark Stranger ,Woody Allen,2010.0,Woody Allen,,/name/nm0000095/,"Brooklyn, New York City, New York, USA", USA,New York,1935.0,84.0
1080,Joe McElhaney,US,Hunter College,The Hateful Eight ,Quentin Tarantino,2015.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
1086,Drew McWeeny,US,HitFix,Hedwig and the Angry Inch ,John Cameron Mitchell,2001.0,John Cameron Mitchell,,/name/nm0593463/,"El Paso, Texas, USA", USA,Texas,1963.0,56.0
1091,Kim Morgan,US,Sight & Sound/Criterion,Inherent Vice ,Paul Thomas Anderson,2014.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1092,Kim Morgan,US,Sight & Sound/Criterion,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1094,Kim Morgan,US,Sight & Sound/Criterion,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1097,Kim Morgan,US,Sight & Sound/Criterion,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1101,Kate Muir,UK,The Times,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,"Missoula, Montana, USA", USA,Montana,1946.0,73.0
1102,Kate Muir,UK,The Times,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,"Ottawa, Illinois, USA", USA,Illinois,1943.0,76.0
1104,Kate Muir,UK,The Times,12 Years a Slave,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,"Beech Grove, Indiana, USA", USA,Indiana,1930.0,89.0
1106,Kate Muir,UK,The Times,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1111,Chris Nashawaty,US,Entertainment Weekly,Before Midnight ,Richard Linklater,2013.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1113,Chris Nashawaty,US,Entertainment Weekly,Munich ,Steven Spielberg,2005.0,Steven Spielberg,,/name/nm0000229/,"Cincinnati, Ohio, USA", USA,Ohio,1946.0,73.0
1114,Chris Nashawaty,US,Entertainment Weekly,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,"Denver, Colorado, USA", USA,Colorado,1962.0,57.0
1115,Chris Nashawaty,US,Entertainment Weekly,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1118,Chris Nashawaty,US,Entertainment Weekly,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
1119,Chris Nashawaty,US,Entertainment Weekly,Best in Show ,Christopher Guest,2000.0,Christopher Guest,,/name/nm0001302/,"New York City, New York, USA", USA,New York,1948.0,71.0
1123,Farran Smith Nehme,US,The New York Post/Film Comment,25th Hour,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,"Atlanta, Georgia, USA", USA,Georgia,1957.0,62.0
1125,Farran Smith Nehme,US,The New York Post/Film Comment,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,"Boston, Massachusetts, USA", USA,Massachusetts,1965.0,54.0
1127,Farran Smith Nehme,US,The New York Post/Film Comment,Selma ,Ava DuVernay,2014.0,Ava DuVernay,,/name/nm1148550/,"Long Beach, California, USA", USA,California,1972.0,47.0
1131,Joe Neumaier,US,WOR-710AM New York,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,"Minneapolis, Minnesota, USA", USA,Minnesota,1954.0,65.0
1132,Joe Neumaier,US,WOR-710AM New York,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,"Studio City, California, USA", USA,California,1970.0,49.0
1133,Joe Neumaier,US,WOR-710AM New York,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,"Bloomington, Minnesota, USA", USA,Minnesota,1968.0,51.0
1134,Joe Neumaier,US,WOR-710AM New York,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,"Los Angeles, California, USA", USA,California,1961.0,58.0
1137,Joe Neumaier,US,WOR-710AM New York,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1138,Joe Neumaier,US,WOR-710AM New York,Fruitvale Station ,Ryan Coogler,2013.0,Ryan Coogler,,/name/nm3363032/,"Oakland, California, USA", USA,California,1986.0,33.0
1139,Joe Neumaier,US,WOR-710AM New York,Blue Valentine ,Derek Cianfrance,2010.0,Derek Cianfrance,,/name/nm0161834/,"Lakewood, Colorado, USA", USA,Colorado,1974.0,45.0
1140,Joe Neumaier,US,WOR-710AM New York,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,"Rockville, Maryland, USA", USA,Maryland,1969.0,50.0
1142,Chris Newbould,UAE,The National,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,"New York City, New York, USA", USA,New York,1971.0,48.0
1143,Chris Newbould,UAE,The National,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,"New Providence, New Jersey, USA", USA,New Jersey,1966.0,53.0
1147,Chris Newbould,UAE,The National,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,"Houston, Texas, USA", USA,Texas,1960.0,59.0
1149,Chris Newbould,UAE,The National,Che ,Steven Soderbergh,2008.0,Steven Soderbergh,,/name/nm0001752/,"Atlanta, Georgia, USA", USA,Georgia,1963.0,56.0
1150,Chris Newbould,UAE,The National,Ghost World ,Terry Zwigoff,2001.0,Terry Zwigoff,,/name/nm0959062/,"Appleton, Wisconsin, USA", USA,Wisconsin,1949.0,70.0
1151,Amy Nicholson,US,MTV News,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,"New York City, New York, USA", USA,New York,1958.0,61.0
1153,Amy Nicholson,US,MTV News,Django Unchained ,Quentin Tarantino,2012.0,Quentin Tarantino,,/name/nm0000233/,"Knoxville, Tennessee, USA", USA,Tennessee,1963.0,56.0
1154,Amy Nicholson,US,MTV News,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,"Houston, Texas, USA", USA,Texas,1969.0,50.0
1155,Amy Nicholson,US,MTV News,Alpha Dog ,Nick Cassavetes,2006.0,Nick Cassavetes,,/name/nm0001024/,"New York City, New York, USA", USA,New York,1959.0,60.0
1156,Amy Nicholson,US,MTV News,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,"Rockville, Maryland, USA", USA,Maryland,1969.0,50.0
